,state,total
1,California Oregon Washington ,103867
2,Florida and Georgia ,49136
3,Illinois ,74117
4,IowaMichiganMissouri ,109386
5,Ohio and Pennsylvania ,251832
6,Arkansas and Texas ,141520
7,AlabamaLouisianaMississippiOklahoma ,50835
8,Colorado Indiana Kansas Kentucky Minnesota Nebraska Tennessee Wisconsin ,389917
9,Connecticut Delaware Maine Maryland Massachusetts New Hampshire New Jersey New York North Carolina Rhode Island South Carolina Vermont ,186517
10,Total,1357127
