,state,total
1,California and Washington ,41300
2,Florida and Georgia ,27000
3,Illinois ,38900
4,"Iowa, Michigan, Missouri ",6170
5,Ohio and Pennsylvania ,258000
6,Arkansas and Texas ,79900
7,"Alabama, Louisiana, Oklahoma",118000
8,"Colorado, Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",270000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",55400
10,Various States ,581000
11,Total ,1480000
