,state,total
1,California and Washington ,29200
3,Illinois ,43000
4,"Iowa, Michigan, Missouri ",65100
5,Ohio and Pennsylvania ,220000
6,Arkansas and Texas ,76200
7,"Alabama, Georgia, Oklahoma",36500
8,"Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",285000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",39600
10,Various States ,640000
11,Total ,1440000
