,state,total
1,California and Washington ,59500
3,Illinois ,33000
4,"Iowa, Michigan, Missouri ",23600
5,Ohio and Pennsylvania ,259000
6,Arkansas and Texas ,88100
7,"Alabama, Georgia, Oklahoma",40500
8,"Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",307000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",2280
10,Other States ,575000
11,Total ,1390000
