,state,total
1,California and Washington ,54900
2,Florida and Georgia ,36600
3,Illinois ,35500
4,"Iowa, Michigan, Missouri ",4800
5,Ohio and Pennsylvania ,177000
6,Arkansas and Texas ,63500
7,"Alabama, Louisiana, Oklahoma",109000
8,"Colorado, Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",298000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",51900
10,Various States ,556000
11,Total ,1390000
