,state,total
1,California and Washington ,34300
3,Illinois ,40000
4,"Iowa, Michigan, Missouri ",5970
5,Ohio and Pennsylvania ,289000
6,Arkansas and Texas ,83800
7,"Alabama, Georgia, Oklahoma",30700
8,"Colorado, Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",331000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",11400
10,Various States ,744000
11,Total ,1570000
