,state,total
1,California and Washington ,27900
3,Illinois ,45300
4,"Iowa, Michigan, Missouri ",5990
5,Ohio and Pennsylvania ,299000
6,Arkansas and Texas ,87200
7,"Alabama, Georgia, Oklahoma",36200
8,"Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",252000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",11300
10,Various States ,701000
11,Total ,1470000
