,state,total
1,California and Washington ,54900
2,Florida and Georgia ,34500
3,Illinois ,60600
4,"Iowa, Michigan, Missouri ",5920
5,Ohio and Pennsylvania ,174000
6,Arkansas and Texas ,65200
7,"Alabama, Louisiana, Oklahoma",19900
8,"Colorado, Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",378000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",48800
10,Various States ,597000
11,Total ,1440000
