,state,total
1,Arizona California Oregon Washington,101112
2,Florida and Georgia,47946
3,Illinois ,104821
4,Missouri ,27933
5,Ohio and Pennsylvania ,205440
6,Texas ,109786
7,Alabama Arkansas Louisiana Mississippi Oklahoma ,70740
8,Colorado Indiana Iowa Kansas Kentucky Minnesota Nebraska Tennessee Wisconsin,391936
9,Connecticut Delaware Maine Maryland Massachusetts New Jersey New Hampshire New York North Carolina Rhode Island South Carolina Vermont ,176859
10,Total,1236571
