,state,total
1,California and Washington ,29400
3,Illinois ,25600
4,"Iowa, Michigan, Missouri ",4760
5,Ohio and Pennsylvania ,227000
6,Arkansas and Texas ,95400
7,"Alabama, Georgia, Oklahoma",39900
8,"Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",244000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",7880
10,Various States ,613000
11,Total ,1290000
