,state,total
1,California and Washington ,28500
3,Illinois ,26800
4,"Iowa, Michigan, Missouri ",46600
5,Ohio and Pennsylvania ,235000
6,Arkansas and Texas ,76100
7,"Alabama, Georgia, Oklahoma",34100
8,"Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",263000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",3160
10,Various States ,718000
11,Total ,1430000
