,state,total
1,California and Washington ,31500
3,Illinois ,36400
4,"Iowa, Michigan, Missouri ",7390
5,Ohio and Pennsylvania ,247000
6,Arkansas and Texas ,85300
7,"Alabama, Louisiana, Oklahoma",52800
8,"Colorado, Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",371000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",40700
10,Various States ,589000
11,Total ,1460000
