,state,total
1,California and Washington ,28300
3,Illinois ,42300
4,"Iowa, Michigan, Missouri ",39000
5,Ohio and Pennsylvania ,234000
6,Arkansas and Texas ,20000
7,"Alabama, Georgia, Oklahoma",34600
8,"Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",333000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",2290
10,Various States ,621000
11,Total ,1360000
