,state,total
1,California and Washington ,34100
3,Illinois ,48300
4,"Iowa, Michigan, Missouri ",1060
5,Ohio and Pennsylvania ,272000
6,Arkansas and Texas ,85000
7,"Alabama, Georgia, Oklahoma",5100
8,"Colorado, Indiana, Kansas, Kentucky, Minnesota, Nebraska, Tennessee, Wisconsin",440000
9,"Connecticut, Maryland, New Jersey, New York, North Carolina, South Carolina",35000
10,Various States ,643000
11,Total ,1560000
